"99","byte","0","13345704679051884329","0","12491137745023758426","3157","2810824558098882543","2","25836842424075642586","42586"
"111","byte","1","12491137745023758426","13345704679051884329","11241067680105480545","23458","3705923871607967595","5","37077910104181124020","24020"
"109","byte","2","11241067680105480545","12491137745023758426","10346296083901819438","62722","159652138576859376","7","34078501509031058784","58784"
"112","byte","3","10346296083901819438","11241067680105480545","14218615244020245283","77632","1270600867702563325","6","35805979008027545045","45045"
"97","byte","4","14218615244020245283","10346296083901819438","4432613347753158360","57225","6585901487472597049","3","28997524675675222904","22904"
"110","byte","5","4432613347753158360","14218615244020245283","5185934958591010695","82893","11796255512465129862","7","23837163550364414049","14049"
"121","byte","6","5185934958591010695","4432613347753158360","17851984775423820008","134660","15694866473738341648","1","27470533081767988410","88410"
"44","byte","7","17851984775423820008","5185934958591010695","13315852967295074547","55500","7604754756306025655","3","36353772701309905490","5490"
"116","byte","8","13315852967295074547","17851984775423820008","13391065527999563900","82036","2809137861162394644","3","44558903270718459065","59065"
"105","byte","9","13391065527999563900","13315852967295074547","16396746285500280756","97517","2873831609545363458","7","43103664780794920077","20077"
"99","byte","10","16396746285500280756","13391065527999563900","6420343329275338335","3157","9059985047124002674","8","36208155142775182768","82768"
"107","byte","11","6420343329275338335","16396746285500280756","3465212659290377666","100228","14352652624348364104","3","26282302274065996649","96649"
"101","byte","12","3465212659290377666","6420343329275338335","11708402123795810570","39662","12547469692096377791","8","21593958112361526820","26820"
"114","byte","13","11708402123795810570","3465212659290377666","13307856668725154542","42501","4344812607053990812","1","28481471451811343169","43169"
"44","byte","14","13307856668725154542","11708402123795810570","6632198318816930536","55500","2781105366991875761","3","31648457111337895835","95835"
"101","byte","15","6632198318816930536","13307856668725154542","12601079612324660257","39662","13996400950262256789","6","32541134599866744995","44995"
"120","byte","16","12601079612324660257","6632198318816930536","2412282761014731297","113728","3519420849279769842","5","21645560692156322920","22920"
"99","byte","17","2412282761014731297","12601079612324660257","9276864308276659985","3157","13784779426832878311","4","24290226681616051833","51833"
"104","byte","18","9276864308276659985","2412282761014731297","8225382931107167281","135059","2200416708353125393","4","19914530000398557915","57915"
"97","byte","19","8225382931107167281","9276864308276659985","4243701315274415646","57225","17010403154821941035","4","21745948554658243200","43200"
"110","byte","20","4243701315274415646","8225382931107167281","5487646270958681029","82893","11877081171079280960","3","17956730517340263770","63770"
"103","byte","21","5487646270958681029","4243701315274415646","1574729249180294268","147903","15140944219211767529","9","11306076835413390065","90065"
"101","byte","22","1574729249180294268","5487646270958681029","5361068965563493012","39662","10082985972089872897","8","12423444485702469208","69208"
"44","byte","23","5361068965563493012","1574729249180294268","13237692258496014708","55500","15299060435843339979","3","20173490473239802316","2316"
"104","byte","24","13237692258496014708","5361068965563493012","12844717611791855212","135059","2991167784168161908","7","31443478835851363308","63308"
"113","byte","25","12844717611791855212","13237692258496014708","9006402018468554253","94030","3203997930364577201","3","35088811888756424051","24051"
"32","byte","26","9006402018468554253","12844717611791855212","8776368910958122172","71687","16341965816101771929","2","30627488541218531950","31950"
"99","byte","27","8776368910958122172","9006402018468554253","14437439785754037288","3157","16716399465020046458","7","32220210715180713987","13987"
"105","byte","28","14437439785754037288","8776368910958122172","14189612253362204795","97517","6227193262525191254","8","37403420950074365116","65116"
"116","byte","29","14189612253362204795","14437439785754037288","9189432258692162812","82036","6547346085660988572","6","37816484297808405740","5740"
"121","byte","30","9189432258692162812","14189612253362204795","7083002113606830915","134660","16262518367324786283","9","30462046625661199145","99145"
"44","byte","31","7083002113606830915","9189432258692162812","11643759558826181668","55500","18193585216756709148","4","27916193931125175093","75093"
"115","byte","32","11643759558826181668","7083002113606830915","17361062341081731729","105742","4585095540335656377","8","36087824013514745191","45191"
"111","byte","33","17361062341081731729","11643759558826181668","13280482419077918006","23458","7987586448786107808","8","42285304318985831005","31005"
"117","byte","34","13280482419077918006","17361062341081731729","15578947545995817210","95385","2772732878733884732","8","46220492306155467400","67400"
"114","byte","35","15578947545995817210","13280482419077918006","6853460759689532149","42501","5045425737269178988","3","35712890724763267958","67958"
"99","byte","36","6853460759689532149","15578947545995817210","5407102314482751198","3157","13919249338080295475","7","27839510620168100712","712"
"101","byte","37","5407102314482751198","6853460759689532149","936613043020321183","39662","15365889752203995299","1","13197176117192604132","4132"
"32","byte","38","936613043020321183","5407102314482751198","10885149685812960868","71687","10576982042354789643","2","17228865043316033038","33038"
"105","byte","39","10885149685812960868","936613043020321183","7985362032701202116","97517","664466001803544090","8","19807124761534484023","84023"
"110","byte","40","7985362032701202116","10885149685812960868","2071936526259751111","82893","17358788092438313370","2","20942448244773913729","13729"
"102","byte","41","2071936526259751111","7985362032701202116","16006838102603995730","113394","9437159920195032742","2","26064136661564949616","49616"
"111","byte","42","16006838102603995730","2071936526259751111","10137829424956359922","23458","4617543989652366691","3","28216604053820106632","6632"
"115","byte","43","10137829424956359922","16006838102603995730","14060095699163886553","105742","1335237709057965423","4","40204763226724242783","42783"
"121","byte","44","14060095699163886553","10137829424956359922","3945465455381268898","134660","6712623156055071054","6","28143390579501514514","14514"
"115","byte","45","3945465455381268898","14060095699163886553","17605031699679257311","105742","12175026755601608767","1","35610592854224412954","12954"
"32","byte","46","17605031699679257311","3945465455381268898","7593054292931052947","71687","7667055896530837067","2","29143551447991579321","79321"
"108","byte","47","7593054292931052947","17605031699679257311","9852699908155938492","38376","17827652090969584872","1","35050785900766248933","48933"
"105","byte","48","9852699908155938492","7593054292931052947","17635427522016303675","97517","1624862561969344194","8","35081181723103294795","94795"
"109","byte","49","17635427522016303675","9852699908155938492","18399571813302052445","62722","7677201799509789610","4","45887699243474294520","94520"
"105","byte","50","18399571813302052445","17635427522016303675","4340033404062217915","97517","7020848680383528483","7","40375032739380573846","73846"
"116","byte","51","4340033404062217915","18399571813302052445","18270590146316978862","82036","11677161875624694364","3","41010195363681248885","48885"
"101","byte","52","18270590146316978862","4340033404062217915","4011563373400967597","39662","7185868511738803411","6","26622186923780163959","63959"
"100","byte","53","4011563373400967597","18270590146316978862","3265407626800171713","146","12221808532401958316","2","25547561146518118309","18309"
"44","byte","54","3265407626800171713","4011563373400967597","1926654703793283091","55500","12927150995781203614","6","9203625703994422640","22640"
"105","byte","55","1926654703793283091","3265407626800171713","17732404654885549796","97517","9550907238060275821","6","22924466985479005562","5562"
"110","byte","56","17732404654885549796","1926654703793283091","6182148104414341018","82893","7503368254104310202","8","25841207463093173491","73491"
"102","byte","57","6182148104414341018","17732404654885549796","7287453533019469735","113394","14698657691606284795","9","31202006292319359680","59680"
"121","byte","58","7287453533019469735","6182148104414341018","8728545140076847798","134660","18092443879830068528","6","22198146777510657638","57638"
"44","byte","59","8728545140076847798","7287453533019469735","6773679662220672246","55500","16651351770236362473","5","22789678335316990051","90051"
"110","byte","60","6773679662220672246","8728545140076847798","5777377293547330539","82893","13850689240188345256","2","21279602095844851189","51189"
"115","byte","61","5777377293547330539","6773679662220672246","11828076586007677527","105742","14851226360700609142","9","24379133541775679366","79366"
"101","byte","62","11828076586007677527","5777377293547330539","10559373153178703568","39662","4184615111222932522","8","28164827032733711545","11545"
"47","byte","63","10559373153178703568","11828076586007677527","10697054218819797289","27652","917912261492170311","2","33084503958006178516","78516"
"98","byte","64","10697054218819797289","10559373153178703568","12006455878958773209","68111","739975292030971829","7","33262883250957273957","73957"
